Pokemon,Card Type,Generation,Card Number,Price
PELIPPER,REVERSE HOLO,ARCEUS,24 OF 99,1.5
PELIPPER,STANDARD,ARCEUS,24 OF 99,0.95
PICHU,REVERSE HOLO,ARCEUS,25 OF 99,1.5
PICHU,STANDARD,ARCEUS,25 OF 99,0.95
PORYGON-Z G,REVERSE HOLO,ARCEUS,26 OF 99,1.5
PORYGON-Z G,STANDARD,ARCEUS,26 OF 99,0.95
RAICHU,REVERSE HOLO,ARCEUS,27 OF 99,1.5
RAICHU,STANDARD,ARCEUS,27 OF 99,0.95
RAPIDASH,REVERSE HOLO,ARCEUS,28 OF 99,1.5
RAPIDASH,STANDARD,ARCEUS,28 OF 99,0.95
RATICATE,REVERSE HOLO,ARCEUS,29 OF 99,1.5
RATICATE,STANDARD,ARCEUS,29 OF 99,0.95
SCEPTILE,REVERSE HOLO,ARCEUS,30 OF 99,1.5
SCEPTILE,STANDARD,ARCEUS,30 OF 99,0.95
SCEPTILE,REVERSE HOLO,ARCEUS,31 OF 99,1.5
SCEPTILE,STANDARD,ARCEUS,31 OF 99,0.95
SPIRITOMB,REVERSE HOLO,ARCEUS,32 OF 99,1.5
SPIRITOMB,STANDARD,ARCEUS,32 OF 99,0.95
BRONZONG,REVERSE HOLO,ARCEUS,33 OF 99,0.5
BRONZONG,STANDARD,ARCEUS,33 OF 99,0.3
BRONZOR,REVERSE HOLO,ARCEUS,34 OF 99,0.5
BRONZOR,STANDARD,ARCEUS,34 OF 99,0.3
CHARMELEON,REVERSE HOLO,ARCEUS,35 OF 99,0.5
CHARMELEON,STANDARD,ARCEUS,35 OF 99,0.3
GASTLY,REVERSE HOLO,ARCEUS,36 OF 99,0.5
GASTLY,STANDARD,ARCEUS,36 OF 99,0.3
GRAVELER,REVERSE HOLO,ARCEUS,37 OF 99,0.5
GRAVELER,STANDARD,ARCEUS,37 OF 99,0.3
GROVYLE,REVERSE HOLO,ARCEUS,38 OF 99,0.5
GROVYLE,STANDARD,ARCEUS,38 OF 99,0.3
GROVYLE,REVERSE HOLO,ARCEUS,39 OF 99,0.5
GROVYLE,STANDARD,ARCEUS,39 OF 99,0.3
GULPIN,REVERSE HOLO,ARCEUS,40 OF 99,0.5
GULPIN,STANDARD,ARCEUS,40 OF 99,0.3
HAUNTER,REVERSE HOLO,ARCEUS,41 OF 99,0.5
HAUNTER,STANDARD,ARCEUS,41 OF 99,0.3
HAUNTER,REVERSE HOLO,ARCEUS,42 OF 99,0.5
HAUNTER,STANDARD,ARCEUS,42 OF 99,0.3
LUXIO,REVERSE HOLO,ARCEUS,43 OF 99,0.5
LUXIO,STANDARD,ARCEUS,43 OF 99,0.3
MANECTRIC,REVERSE HOLO,ARCEUS,44 OF 99,0.5
MANECTRIC,STANDARD,ARCEUS,44 OF 99,0.3
PELIPPER,REVERSE HOLO,ARCEUS,45 OF 99,0.5
PELIPPER,STANDARD,ARCEUS,45 OF 99,0.3
PONYTA,REVERSE HOLO,ARCEUS,46 OF 99,0.5
PONYTA,STANDARD,ARCEUS,46 OF 99,0.3
RAPIDASH,REVERSE HOLO,ARCEUS,47 OF 99,0.5
RAPIDASH,STANDARD,ARCEUS,47 OF 99,0.3
SHELGON,REVERSE HOLO,ARCEUS,48 OF 99,0.5
SHELGON,STANDARD,ARCEUS,48 OF 99,0.3
WORMADAM PLANT CLOAK,REVERSE HOLO,ARCEUS,49 OF 99,0.5
WORMADAM PLANT CLOAK,STANDARD,ARCEUS,49 OF 99,0.3
WORMADAM SANDY CLOAK,REVERSE HOLO,ARCEUS,50 OF 99,0.5
WORMADAM SANDY CLOAK,STANDARD,ARCEUS,50 OF 99,0.3
WORMADAM TRASH CLOAK,REVERSE HOLO,ARCEUS,51 OF 99,0.5
WORMADAM TRASH CLOAK,STANDARD,ARCEUS,51 OF 99,0.3
BAGON,REVERSE HOLO,ARCEUS,52 OF 99,0.3
BAGON,STANDARD,ARCEUS,52 OF 99,0.1
BEEDRILL G,REVERSE HOLO,ARCEUS,53 OF 99,0.3
BEEDRILL G,STANDARD,ARCEUS,53 OF 99,0.1
BRONZOR,REVERSE HOLO,ARCEUS,54 OF 99,0.3
BRONZOR,STANDARD,ARCEUS,54 OF 99,0.1
BUNEARY,REVERSE HOLO,ARCEUS,55 OF 99,0.3
BUNEARY,STANDARD,ARCEUS,55 OF 99,0.1
BURMY PLANT CLOAK,REVERSE HOLO,ARCEUS,56 OF 99,0.3
BURMY PLANT CLOAK,STANDARD,ARCEUS,56 OF 99,0.1
BURMY SANDY CLOAK,REVERSE HOLO,ARCEUS,57 OF 99,0.3
BURMY SANDY CLOAK,STANDARD,ARCEUS,57 OF 99,0.1
BURMY TRASH CLOAK,REVERSE HOLO,ARCEUS,58 OF 99,0.3
BURMY TRASH CLOAK,STANDARD,ARCEUS,58 OF 99,0.1
CHARMANDER,REVERSE HOLO,ARCEUS,59 OF 99,0.3
CHARMANDER,STANDARD,ARCEUS,59 OF 99,0.1
CHERUBI,REVERSE HOLO,ARCEUS,60 OF 99,0.3
CHERUBI,STANDARD,ARCEUS,60 OF 99,0.1
CROAGUNK,REVERSE HOLO,ARCEUS,61 OF 99,0.3
CROAGUNK,STANDARD,ARCEUS,61 OF 99,0.1
ELECTRIKE,REVERSE HOLO,ARCEUS,62 OF 99,0.3
ELECTRIKE,STANDARD,ARCEUS,62 OF 99,0.1
ELECTRIKE,REVERSE HOLO,ARCEUS,63 OF 99,0.3
ELECTRIKE,STANDARD,ARCEUS,63 OF 99,0.1
GASTLY,REVERSE HOLO,ARCEUS,64 OF 99,0.3
GASTLY,STANDARD,ARCEUS,64 OF 99,0.1
GEODUDE,REVERSE HOLO,ARCEUS,65 OF 99,0.3
GEODUDE,STANDARD,ARCEUS,65 OF 99,0.1
GULPIN,REVERSE HOLO,ARCEUS,66 OF 99,0.3
GULPIN,STANDARD,ARCEUS,66 OF 99,0.1
KABUTO,REVERSE HOLO,ARCEUS,67 OF 99,0.3
KABUTO,STANDARD,ARCEUS,67 OF 99,0.1
MAKUHITA,REVERSE HOLO,ARCEUS,68 OF 99,0.3
MAKUHITA,STANDARD,ARCEUS,68 OF 99,0.1
NOSEPASS,REVERSE HOLO,ARCEUS,69 OF 99,0.3
NOSEPASS,STANDARD,ARCEUS,69 OF 99,0.1
OMANYTE,REVERSE HOLO,ARCEUS,70 OF 99,0.3
OMANYTE,STANDARD,ARCEUS,70 OF 99,0.1
PIKACHU,REVERSE HOLO,ARCEUS,71 OF 99,0.3
PIKACHU,STANDARD,ARCEUS,71 OF 99,0.1
PONYTA,REVERSE HOLO,ARCEUS,72 OF 99,0.3
PONYTA,STANDARD,ARCEUS,72 OF 99,0.1
RATTATA,REVERSE HOLO,ARCEUS,73 OF 99,0.3
RATTATA,STANDARD,ARCEUS,73 OF 99,0.1
SHINX,REVERSE HOLO,ARCEUS,74 OF 99,0.3
SHINX,STANDARD,ARCEUS,74 OF 99,0.1
SNORUNT,REVERSE HOLO,ARCEUS,75 OF 99,0.3
SNORUNT,STANDARD,ARCEUS,75 OF 99,0.1
TANGELA,REVERSE HOLO,ARCEUS,76 OF 99,0.3
TANGELA,STANDARD,ARCEUS,76 OF 99,0.1
TANGELA,REVERSE HOLO,ARCEUS,77 OF 99,0.3
TANGELA,STANDARD,ARCEUS,77 OF 99,0.1
TREECKO,REVERSE HOLO,ARCEUS,78 OF 99,0.3
TREECKO,STANDARD,ARCEUS,78 OF 99,0.1
TREECKO,REVERSE HOLO,ARCEUS,79 OF 99,0.3
TREECKO,STANDARD,ARCEUS,79 OF 99,0.1
WINGULL,REVERSE HOLO,ARCEUS,80 OF 99,0.3
WINGULL,STANDARD,ARCEUS,80 OF 99,0.1
WINGULL,REVERSE HOLO,ARCEUS,81 OF 99,0.3
WINGULL,STANDARD,ARCEUS,81 OF 99,0.1
BEGINNING DOOR,REVERSE HOLO,ARCEUS,82 OF 99,1.95
BEGINNING DOOR,STANDARD,ARCEUS,82 OF 99,1.5
BENCH SHIELD,REVERSE HOLO,ARCEUS,83 OF 99,0.75
BENCH SHIELD,STANDARD,ARCEUS,83 OF 99,0.5
BUFFER PIECE,REVERSE HOLO,ARCEUS,84 OF 99,0.75
BUFFER PIECE,STANDARD,ARCEUS,84 OF 99,0.5
DEPARTMENT STORE GIRL,REVERSE HOLO,ARCEUS,85 OF 99,0.95
DEPARTMENT STORE GIRL,STANDARD,ARCEUS,85 OF 99,0.75
ENERGY RESTORE,REVERSE HOLO,ARCEUS,86 OF 99,1.5
ENERGY RESTORE,STANDARD,ARCEUS,86 OF 99,0.95
EXPERT BELT,REVERSE HOLO,ARCEUS,87 OF 99,2.95
EXPERT BELT,STANDARD,ARCEUS,87 OF 99,1.5
LUCKY EGG,REVERSE HOLO,ARCEUS,88 OF 99,1.5
LUCKY EGG,STANDARD,ARCEUS,88 OF 99,0.5
OLD AMBER,REVERSE HOLO,ARCEUS,89 OF 99,0.75
OLD AMBER,STANDARD,ARCEUS,89 OF 99,0.3
PROFESSOR OAK'S VISIT,REVERSE HOLO,ARCEUS,90 OF 99,1.5
PROFESSOR OAK'S VISIT,STANDARD,ARCEUS,90 OF 99,0.75
ULTIMATE ZONE,STANDARD,ARCEUS,91 OF 99,1.5
ULTIMATE ZONE,REVERSE HOLO,ARCEUS,91 OF 99,0.95
DOME FOSSIL,REVERSE HOLO,ARCEUS,92 OF 99,0.75
DOME FOSSIL,STANDARD,ARCEUS,92 OF 99,0.3
HELIX FOSSIL,REVERSE HOLO,ARCEUS,93 OF 99,0.75
HELIX FOSSIL,STANDARD,ARCEUS,93 OF 99,0.3
ARCEUS LV.X,STANDARD,ARCEUS,94 OF 99,3.95
ARCEUS LV.X,STANDARD,ARCEUS,95 OF 99,3.95
ARCEUS LV.X,STANDARD,ARCEUS,96 OF 99,3.95
GENGAR LV.X,STANDARD,ARCEUS,97 OF 99,11.95
SALAMENCE LV.X,STANDARD,ARCEUS,98 OF 99,6.95
TANGROWTH LV.X,STANDARD,ARCEUS,99 OF 99,2.95
ARCEUS,STANDARD,ARCEUS,AR1 OF 99,2.5
ARCEUS,STANDARD,ARCEUS,AR2 OF 99,2.5
ARCEUS,STANDARD,ARCEUS,AR3 OF 99,2.5
ARCEUS,STANDARD,ARCEUS,AR4 OF 99,2.5
ARCEUS,STANDARD,ARCEUS,AR5 OF 99,2.5
ARCEUS,STANDARD,ARCEUS,AR6 OF 99,2.5
ARCEUS,STANDARD,ARCEUS,AR7 OF 99,2.5
ARCEUS,STANDARD,ARCEUS,AR8 OF 99,2.5
ARCEUS,STANDARD,ARCEUS,AR9 OF 99,2.5
BAGON,REVERSE HOLO,ARCEUS,SH10 OF 99,3.5
PONYTA,REVERSE HOLO,ARCEUS,SH11 OF 99,4.95
SHINX,REVERSE HOLO,ARCEUS,SH12 OF 99,9.95
ODDISH,REVERSE HOLO,B&W - BOUNDARIES CROSSED,001 OF 149,0.79
ODDISH,STANDARD,B&W - BOUNDARIES CROSSED,001 OF 149,0.29
GLOOM,REVERSE HOLO,B&W - BOUNDARIES CROSSED,002 OF 149,0.89
GLOOM,STANDARD,B&W - BOUNDARIES CROSSED,002 OF 149,0.39
VILEPLUME,REVERSE HOLO,B&W - BOUNDARIES CROSSED,003 OF 149,1.85
VILEPLUME,STANDARD,B&W - BOUNDARIES CROSSED,003 OF 149,1.15
BELLOSSOM,REVERSE HOLO,B&W - BOUNDARIES CROSSED,004 OF 149,1.15
BELLOSSOM,STANDARD,B&W - BOUNDARIES CROSSED,004 OF 149,0.39
TANGELA,REVERSE HOLO,B&W - BOUNDARIES CROSSED,005 OF 149,0.59
TANGELA,STANDARD,B&W - BOUNDARIES CROSSED,005 OF 149,0.29
TANGROWTH,REVERSE HOLO,B&W - BOUNDARIES CROSSED,006 OF 149,1.35
TANGROWTH,STANDARD,B&W - BOUNDARIES CROSSED,006 OF 149,1.15
SCYTHER,REVERSE HOLO,B&W - BOUNDARIES CROSSED,007 OF 149,0.69
SCYTHER,STANDARD,B&W - BOUNDARIES CROSSED,007 OF 149,0.29
HERACROSS,REVERSE HOLO,B&W - BOUNDARIES CROSSED,008 OF 149,0.79
HERACROSS,STANDARD,B&W - BOUNDARIES CROSSED,008 OF 149,0.59
CELEBI EX,STANDARD,B&W - BOUNDARIES CROSSED,009 OF 149,3.79
SHAYMIN,REVERSE HOLO,B&W - BOUNDARIES CROSSED,010 OF 149,1.55
SHAYMIN,STANDARD,B&W - BOUNDARIES CROSSED,010 OF 149,0.59
SNIVY,REVERSE HOLO,B&W - BOUNDARIES CROSSED,011 OF 149,0.69
SNIVY,STANDARD,B&W - BOUNDARIES CROSSED,011 OF 149,0.29
SERVINE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,012 OF 149,0.79
SERVINE,STANDARD,B&W - BOUNDARIES CROSSED,012 OF 149,0.39
SERPERIOR,REVERSE HOLO,B&W - BOUNDARIES CROSSED,013 OF 149,1.75
SERPERIOR,STANDARD,B&W - BOUNDARIES CROSSED,013 OF 149,0.89
COTTONEE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,014 OF 149,0.59
COTTONEE,STANDARD,B&W - BOUNDARIES CROSSED,014 OF 149,0.29
WHIMSICOTT,REVERSE HOLO,B&W - BOUNDARIES CROSSED,015 OF 149,1.55
WHIMSICOTT,STANDARD,B&W - BOUNDARIES CROSSED,015 OF 149,0.39
PETILIL,REVERSE HOLO,B&W - BOUNDARIES CROSSED,016 OF 149,0.79
PETILIL,STANDARD,B&W - BOUNDARIES CROSSED,016 OF 149,0.39
LILLIGANT,REVERSE HOLO,B&W - BOUNDARIES CROSSED,017 OF 149,1.45
LILLIGANT,STANDARD,B&W - BOUNDARIES CROSSED,017 OF 149,0.39
CHARMANDER,REVERSE HOLO,B&W - BOUNDARIES CROSSED,018 OF 149,2.79
CHARMANDER,STANDARD,B&W - BOUNDARIES CROSSED,018 OF 149,0.79
CHARMELEON,REVERSE HOLO,B&W - BOUNDARIES CROSSED,019 OF 149,3.29
CHARMELEON,STANDARD,B&W - BOUNDARIES CROSSED,019 OF 149,1.15
CHARIZARD,REVERSE HOLO,B&W - BOUNDARIES CROSSED,020 OF 149,9.75
CHARIZARD,STANDARD,B&W - BOUNDARIES CROSSED,020 OF 149,5.75
NUMEL,REVERSE HOLO,B&W - BOUNDARIES CROSSED,021 OF 149,0.59
NUMEL,STANDARD,B&W - BOUNDARIES CROSSED,021 OF 149,0.29
CAMERUPT,REVERSE HOLO,B&W - BOUNDARIES CROSSED,022 OF 149,1.35
CAMERUPT,STANDARD,B&W - BOUNDARIES CROSSED,022 OF 149,0.39
VICTINI,REVERSE HOLO,B&W - BOUNDARIES CROSSED,023 OF 149,1.85
VICTINI,STANDARD,B&W - BOUNDARIES CROSSED,023 OF 149,0.39
TEPIG,REVERSE HOLO,B&W - BOUNDARIES CROSSED,024 OF 149,0.79
TEPIG,STANDARD,B&W - BOUNDARIES CROSSED,024 OF 149,0.29
PIGNITE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,025 OF 149,0.89
PIGNITE,STANDARD,B&W - BOUNDARIES CROSSED,025 OF 149,0.39
EMBOAR,REVERSE HOLO,B&W - BOUNDARIES CROSSED,026 OF 149,2.29
EMBOAR,STANDARD,B&W - BOUNDARIES CROSSED,026 OF 149,1.25
DARUMAKA,REVERSE HOLO,B&W - BOUNDARIES CROSSED,027 OF 149,0.59
DARUMAKA,STANDARD,B&W - BOUNDARIES CROSSED,027 OF 149,0.29
DARMANITAN,REVERSE HOLO,B&W - BOUNDARIES CROSSED,028 OF 149,1.55
DARMANITAN,STANDARD,B&W - BOUNDARIES CROSSED,028 OF 149,0.39
SQUIRTLE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,029 OF 149,2.29
SQUIRTLE,STANDARD,B&W - BOUNDARIES CROSSED,029 OF 149,0.29
WARTORTLE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,030 OF 149,2.79
WARTORTLE,STANDARD,B&W - BOUNDARIES CROSSED,030 OF 149,0.39
BLASTOISE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,031 OF 149,4.29
BLASTOISE,STANDARD,B&W - BOUNDARIES CROSSED,031 OF 149,2.19
PSYDUCK,REVERSE HOLO,B&W - BOUNDARIES CROSSED,032 OF 149,0.59
PSYDUCK,STANDARD,B&W - BOUNDARIES CROSSED,032 OF 149,0.29
PSYDUCK,REVERSE HOLO,B&W - BOUNDARIES CROSSED,033 OF 149,0.59
PSYDUCK,STANDARD,B&W - BOUNDARIES CROSSED,033 OF 149,0.29
GOLDUCK,REVERSE HOLO,B&W - BOUNDARIES CROSSED,034 OF 149,0.79
GOLDUCK,STANDARD,B&W - BOUNDARIES CROSSED,034 OF 149,0.39
GOLDUCK,REVERSE HOLO,B&W - BOUNDARIES CROSSED,035 OF 149,1.45
GOLDUCK,STANDARD,B&W - BOUNDARIES CROSSED,035 OF 149,0.39
MARILL,REVERSE HOLO,B&W - BOUNDARIES CROSSED,036 OF 149,0.59
MARILL,STANDARD,B&W - BOUNDARIES CROSSED,036 OF 149,0.29
AZUMARILL,REVERSE HOLO,B&W - BOUNDARIES CROSSED,037 OF 149,0.79
AZUMARILL,STANDARD,B&W - BOUNDARIES CROSSED,037 OF 149,0.39
DELIBIRD,REVERSE HOLO,B&W - BOUNDARIES CROSSED,038 OF 149,0.89
DELIBIRD,STANDARD,B&W - BOUNDARIES CROSSED,038 OF 149,0.39
OSHAWOTT,REVERSE HOLO,B&W - BOUNDARIES CROSSED,039 OF 149,0.79
OSHAWOTT,STANDARD,B&W - BOUNDARIES CROSSED,039 OF 149,0.29
DEWOTT,REVERSE HOLO,B&W - BOUNDARIES CROSSED,040 OF 149,0.89
DEWOTT,STANDARD,B&W - BOUNDARIES CROSSED,040 OF 149,0.39
SAMUROTT,REVERSE HOLO,B&W - BOUNDARIES CROSSED,041 OF 149,2.29
SAMUROTT,STANDARD,B&W - BOUNDARIES CROSSED,041 OF 149,1.35
DUCKLETT,REVERSE HOLO,B&W - BOUNDARIES CROSSED,042 OF 149,0.59
DUCKLETT,STANDARD,B&W - BOUNDARIES CROSSED,042 OF 149,0.29
SWANNA,REVERSE HOLO,B&W - BOUNDARIES CROSSED,043 OF 149,0.69
SWANNA,STANDARD,B&W - BOUNDARIES CROSSED,043 OF 149,0.39
FRILLISH,REVERSE HOLO,B&W - BOUNDARIES CROSSED,044 OF 149,0.59
FRILLISH,STANDARD,B&W - BOUNDARIES CROSSED,044 OF 149,0.29
JELLICENT,REVERSE HOLO,B&W - BOUNDARIES CROSSED,045 OF 149,1.85
JELLICENT,STANDARD,B&W - BOUNDARIES CROSSED,045 OF 149,0.49
CRYOGONAL,REVERSE HOLO,B&W - BOUNDARIES CROSSED,046 OF 149,0.69
CRYOGONAL,STANDARD,B&W - BOUNDARIES CROSSED,046 OF 149,0.39
KELDEO,REVERSE HOLO,B&W - BOUNDARIES CROSSED,047 OF 149,2.29
KELDEO,STANDARD,B&W - BOUNDARIES CROSSED,047 OF 149,1.55
KELDEO,REVERSE HOLO,B&W - BOUNDARIES CROSSED,048 OF 149,1.85
KELDEO,STANDARD,B&W - BOUNDARIES CROSSED,048 OF 149,0.49
KELDEO EX,STANDARD,B&W - BOUNDARIES CROSSED,049 OF 149,3.79
PIKACHU,REVERSE HOLO,B&W - BOUNDARIES CROSSED,050 OF 149,3.29
PIKACHU,STANDARD,B&W - BOUNDARIES CROSSED,050 OF 149,1.15
VOLTORB,REVERSE HOLO,B&W - BOUNDARIES CROSSED,051 OF 149,0.69
VOLTORB,STANDARD,B&W - BOUNDARIES CROSSED,051 OF 149,0.29
ELECTRODE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,052 OF 149,0.79
ELECTRODE,STANDARD,B&W - BOUNDARIES CROSSED,052 OF 149,0.39
ELECTABUZZ,REVERSE HOLO,B&W - BOUNDARIES CROSSED,053 OF 149,0.59
ELECTABUZZ,STANDARD,B&W - BOUNDARIES CROSSED,053 OF 149,0.29
ELECTIVIRE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,054 OF 149,1.55
ELECTIVIRE,STANDARD,B&W - BOUNDARIES CROSSED,054 OF 149,1.15
CHINCHOU,REVERSE HOLO,B&W - BOUNDARIES CROSSED,055 OF 149,0.59
CHINCHOU,STANDARD,B&W - BOUNDARIES CROSSED,055 OF 149,0.29
BLITZLE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,056 OF 149,0.59
BLITZLE,STANDARD,B&W - BOUNDARIES CROSSED,056 OF 149,0.29
ZEBSTRIKA,REVERSE HOLO,B&W - BOUNDARIES CROSSED,057 OF 149,1.65
ZEBSTRIKA,STANDARD,B&W - BOUNDARIES CROSSED,057 OF 149,1.35
WOBBUFFET,REVERSE HOLO,B&W - BOUNDARIES CROSSED,058 OF 149,0.69
WOBBUFFET,STANDARD,B&W - BOUNDARIES CROSSED,058 OF 149,0.39
SPOINK,REVERSE HOLO,B&W - BOUNDARIES CROSSED,059 OF 149,0.59
SPOINK,STANDARD,B&W - BOUNDARIES CROSSED,059 OF 149,0.29
GRUMPIG,REVERSE HOLO,B&W - BOUNDARIES CROSSED,060 OF 149,1.45
GRUMPIG,STANDARD,B&W - BOUNDARIES CROSSED,060 OF 149,0.29
DUSKULL,REVERSE HOLO,B&W - BOUNDARIES CROSSED,061 OF 149,0.79
DUSKULL,STANDARD,B&W - BOUNDARIES CROSSED,061 OF 149,0.29
DUSCLOPS,REVERSE HOLO,B&W - BOUNDARIES CROSSED,062 OF 149,0.89
DUSCLOPS,STANDARD,B&W - BOUNDARIES CROSSED,062 OF 149,0.39
DUSKNOIR,REVERSE HOLO,B&W - BOUNDARIES CROSSED,063 OF 149,4.79
DUSKNOIR,STANDARD,B&W - BOUNDARIES CROSSED,063 OF 149,1.35
CROAGUNK,REVERSE HOLO,B&W - BOUNDARIES CROSSED,064 OF 149,0.59
CROAGUNK,STANDARD,B&W - BOUNDARIES CROSSED,064 OF 149,0.29
CROAGUNK,REVERSE HOLO,B&W - BOUNDARIES CROSSED,065 OF 149,0.69
CROAGUNK,STANDARD,B&W - BOUNDARIES CROSSED,065 OF 149,0.39
TOXICROAK,REVERSE HOLO,B&W - BOUNDARIES CROSSED,066 OF 149,1.45
TOXICROAK,STANDARD,B&W - BOUNDARIES CROSSED,066 OF 149,0.49
CRESSELIA EX,STANDARD,B&W - BOUNDARIES CROSSED,067 OF 149,3.29
MUNNA,REVERSE HOLO,B&W - BOUNDARIES CROSSED,068 OF 149,1.45
MUNNA,STANDARD,B&W - BOUNDARIES CROSSED,068 OF 149,0.89
MUSHARNA,REVERSE HOLO,B&W - BOUNDARIES CROSSED,069 OF 149,1.45
MUSHARNA,STANDARD,B&W - BOUNDARIES CROSSED,069 OF 149,0.39
WOOBAT,REVERSE HOLO,B&W - BOUNDARIES CROSSED,070 OF 149,0.59
WOOBAT,STANDARD,B&W - BOUNDARIES CROSSED,070 OF 149,0.29
SWOOBAT,REVERSE HOLO,B&W - BOUNDARIES CROSSED,071 OF 149,1.45
SWOOBAT,STANDARD,B&W - BOUNDARIES CROSSED,071 OF 149,0.39
VENIPEDE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,072 OF 149,0.69
VENIPEDE,STANDARD,B&W - BOUNDARIES CROSSED,072 OF 149,0.29
WHIRLIPEDE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,073 OF 149,0.79
WHIRLIPEDE,STANDARD,B&W - BOUNDARIES CROSSED,073 OF 149,0.39
SCOLIPEDE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,074 OF 149,1.55
SCOLIPEDE,STANDARD,B&W - BOUNDARIES CROSSED,074 OF 149,1.45
GOTHITA,REVERSE HOLO,B&W - BOUNDARIES CROSSED,075 OF 149,0.59
GOTHITA,STANDARD,B&W - BOUNDARIES CROSSED,075 OF 149,0.29
GOTHORITA,REVERSE HOLO,B&W - BOUNDARIES CROSSED,076 OF 149,0.69
GOTHORITA,STANDARD,B&W - BOUNDARIES CROSSED,076 OF 149,0.39
MELOETTA,REVERSE HOLO,B&W - BOUNDARIES CROSSED,077 OF 149,2.29
MELOETTA,STANDARD,B&W - BOUNDARIES CROSSED,077 OF 149,1.45
SANDSHREW,REVERSE HOLO,B&W - BOUNDARIES CROSSED,078 OF 149,0.59
SANDSHREW,STANDARD,B&W - BOUNDARIES CROSSED,078 OF 149,0.29
SANDSLASH,REVERSE HOLO,B&W - BOUNDARIES CROSSED,079 OF 149,0.69
SANDSLASH,STANDARD,B&W - BOUNDARIES CROSSED,079 OF 149,0.39
GLIGAR,REVERSE HOLO,B&W - BOUNDARIES CROSSED,080 OF 149,0.59
GLIGAR,STANDARD,B&W - BOUNDARIES CROSSED,080 OF 149,0.29
GLISCOR,REVERSE HOLO,B&W - BOUNDARIES CROSSED,081 OF 149,1.55
GLISCOR,STANDARD,B&W - BOUNDARIES CROSSED,081 OF 149,1.15
MAKUHITA,REVERSE HOLO,B&W - BOUNDARIES CROSSED,082 OF 149,0.59
MAKUHITA,STANDARD,B&W - BOUNDARIES CROSSED,082 OF 149,0.29
TRAPINCH,REVERSE HOLO,B&W - BOUNDARIES CROSSED,083 OF 149,0.69
TRAPINCH,STANDARD,B&W - BOUNDARIES CROSSED,083 OF 149,0.29
DWEBBLE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,084 OF 149,0.59
DWEBBLE,STANDARD,B&W - BOUNDARIES CROSSED,084 OF 149,0.29
CRUSTLE,REVERSE HOLO,B&W - BOUNDARIES CROSSED,085 OF 149,1.55
CRUSTLE,STANDARD,B&W - BOUNDARIES CROSSED,085 OF 149,1.45
MIENFOO,REVERSE HOLO,B&W - BOUNDARIES CROSSED,086 OF 149,0.59
MIENFOO,STANDARD,B&W - BOUNDARIES CROSSED,086 OF 149,0.29
MIENFOO,REVERSE HOLO,B&W - BOUNDARIES CROSSED,087 OF 149,0.59
MIENFOO,STANDARD,B&W - BOUNDARIES CROSSED,087 OF 149,0.29
MIENSHAO,REVERSE HOLO,B&W - BOUNDARIES CROSSED,088 OF 149,0.69
MIENSHAO,STANDARD,B&W - BOUNDARIES CROSSED,088 OF 149,0.39
LANDORUS EX,STANDARD,B&W - BOUNDARIES CROSSED,089 OF 149,3.29
PURRLOIN,REVERSE HOLO,B&W - BOUNDARIES CROSSED,090 OF 149,0.59
PURRLOIN,STANDARD,B&W - BOUNDARIES CROSSED,090 OF 149,0.29
LIEPARD,REVERSE HOLO,B&W - BOUNDARIES CROSSED,091 OF 149,1.59
LIEPARD,STANDARD,B&W - BOUNDARIES CROSSED,091 OF 149,1.15
VULLABY,STANDARD,B&W - BOUNDARIES CROSSED,092 OF 149,29
VULLABY,REVERSE HOLO,B&W - BOUNDARIES CROSSED,092 OF 149,0.59
MANDIBUZZ,REVERSE HOLO,B&W - BOUNDARIES CROSSED,093 OF 149,0.69
MANDIBUZZ,STANDARD,B&W - BOUNDARIES CROSSED,093 OF 149,0.39
SCIZOR,REVERSE HOLO,B&W - BOUNDARIES CROSSED,094 OF 149,2.39
SCIZOR,STANDARD,B&W - BOUNDARIES CROSSED,094 OF 149,1.65
SKARMORY,REVERSE HOLO,B&W - BOUNDARIES CROSSED,095 OF 149,0.69
SKARMORY,STANDARD,B&W - BOUNDARIES CROSSED,095 OF 149,0.39
SKARMORY,REVERSE HOLO,B&W - BOUNDARIES CROSSED,096 OF 149,0.69
SKARMORY,STANDARD,B&W - BOUNDARIES CROSSED,096 OF 149,0.39
KLINK,REVERSE HOLO,B&W - BOUNDARIES CROSSED,097 OF 149,0.69
KLINK,STANDARD,B&W - BOUNDARIES CROSSED,097 OF 149,0.39
VIBRAVA,REVERSE HOLO,B&W - BOUNDARIES CROSSED,098 OF 149,0.79
